unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1626350400000,2021-07-15 12:00:00,BTC/USDT,31880.50000000,32152.97000000,31605.84000000,31723.25000000,3580.63983200,113830509.13301829,68397
1626354000000,2021-07-15 13:00:00,BTC/USDT,31723.25000000,31923.35000000,31455.00000000,31828.82000000,3989.71767600,126580293.49848273,70951
1626357600000,2021-07-15 14:00:00,BTC/USDT,31828.86000000,31957.77000000,31675.50000000,31771.83000000,1974.80071100,62848769.76584166,41216
1626361200000,2021-07-15 15:00:00,BTC/USDT,31771.83000000,31829.99000000,31653.50000000,31677.01000000,2355.48413500,74803651.34148015,35348
1626364800000,2021-07-15 16:00:00,BTC/USDT,31678.50000000,31737.68000000,31475.32000000,31598.85000000,2677.64904900,84602252.27700163,53138
1626368400000,2021-07-15 17:00:00,BTC/USDT,31598.85000000,31598.86000000,31133.00000000,31276.88000000,4767.33536200,149276274.04771120,81933
1626372000000,2021-07-15 18:00:00,BTC/USDT,31276.87000000,31527.54000000,31230.00000000,31455.11000000,1897.73410900,59551574.19111349,41438
1626375600000,2021-07-15 19:00:00,BTC/USDT,31455.12000000,31800.00000000,31394.40000000,31533.62000000,1931.50572100,60965557.72317946,38672
1626379200000,2021-07-15 20:00:00,BTC/USDT,31538.92000000,31840.88000000,31528.52000000,31752.41000000,2036.51791700,64494053.42637478,36709
1626382800000,2021-07-15 21:00:00,BTC/USDT,31752.40000000,31803.72000000,31645.00000000,31666.35000000,1348.34528400,42795113.30448116,31980
1626386400000,2021-07-15 22:00:00,BTC/USDT,31666.35000000,31868.53000000,31622.00000000,31772.95000000,1211.65673900,38501930.22341789,27356
1626390000000,2021-07-15 23:00:00,BTC/USDT,31772.95000000,31898.00000000,31503.35000000,31880.00000000,1443.13872400,45766470.19247843,31463
1626393600000,2021-07-16 00:00:00,BTC/USDT,31874.49000000,31940.00000000,31556.95000000,31644.03000000,2165.77265900,68727113.10722322,38382
1626397200000,2021-07-16 01:00:00,BTC/USDT,31644.04000000,31884.70000000,31640.00000000,31808.40000000,1301.20512200,41365080.79395475,26153
1626400800000,2021-07-16 02:00:00,BTC/USDT,31808.41000000,32049.45000000,31762.97000000,31904.26000000,2728.18776100,87077391.87693567,36031
1626404400000,2021-07-16 03:00:00,BTC/USDT,31904.25000000,32020.23000000,31874.13000000,31914.89000000,1352.54008800,43201119.08332906,26331
1626408000000,2021-07-16 04:00:00,BTC/USDT,31914.90000000,32020.00000000,31851.27000000,31907.57000000,1207.94957500,38569166.48799861,39202
1626411600000,2021-07-16 05:00:00,BTC/USDT,31907.57000000,31966.94000000,31719.73000000,31797.02000000,1353.26601000,43053868.43482540,27229
1626415200000,2021-07-16 06:00:00,BTC/USDT,31800.41000000,31804.99000000,31548.15000000,31609.14000000,2043.10966800,64694417.73837977,36220
1626418800000,2021-07-16 07:00:00,BTC/USDT,31609.13000000,31796.42000000,31561.88000000,31774.49000000,1351.13409700,42789387.99852686,42314
1626422400000,2021-07-16 08:00:00,BTC/USDT,31779.98000000,31779.99000000,31375.93000000,31473.00000000,2419.22791200,76326662.84578887,57700
1626426000000,2021-07-16 09:00:00,BTC/USDT,31473.00000000,31534.18000000,31320.00000000,31399.99000000,1723.35611400,54138720.99025788,38844
1626429600000,2021-07-16 10:00:00,BTC/USDT,31400.00000000,31473.42000000,31140.00000000,31305.87000000,3042.54607000,95234517.96245881,56890
1626433200000,2021-07-16 11:00:00,BTC/USDT,31303.67000000,31303.67000000,31020.00000000,31086.53000000,2632.12954900,82050516.47971830,47559
1626436800000,2021-07-16 12:00:00,BTC/USDT,31086.52000000,31799.00000000,31067.43000000,31714.06000000,3970.60154800,124718248.82137155,67602
1626440400000,2021-07-16 13:00:00,BTC/USDT,31714.06000000,31969.00000000,31703.01000000,31765.80000000,3156.59628200,100492716.84885337,53824
1626444000000,2021-07-16 14:00:00,BTC/USDT,31765.80000000,31950.00000000,31742.31000000,31860.93000000,1612.64983600,51383077.36197864,32115
1626447600000,2021-07-16 15:00:00,BTC/USDT,31860.92000000,32212.52000000,31787.01000000,32127.39000000,3715.32431400,118908731.53593738,55201
1626451200000,2021-07-16 16:00:00,BTC/USDT,32127.40000000,32249.18000000,31810.00000000,32065.37000000,3299.78416300,105797927.68825632,114973
1626454800000,2021-07-16 17:00:00,BTC/USDT,32062.77000000,32136.36000000,31927.74000000,32055.24000000,1328.48335700,42553245.47678735,41360
1626458400000,2021-07-16 18:00:00,BTC/USDT,32055.24000000,32077.61000000,31920.01000000,31956.38000000,1161.21479400,37130867.85459182,25399
1626462000000,2021-07-16 19:00:00,BTC/USDT,31956.39000000,32084.82000000,31860.82000000,31911.34000000,1375.01292300,43950752.09277832,27859
1626465600000,2021-07-16 20:00:00,BTC/USDT,31911.34000000,31987.00000000,31806.00000000,31819.98000000,1085.13470700,34608947.72234861,24589
1626469200000,2021-07-16 21:00:00,BTC/USDT,31819.98000000,31862.74000000,31661.95000000,31719.52000000,1388.77642000,44133755.55357906,68861
1626472800000,2021-07-16 22:00:00,BTC/USDT,31719.52000000,31860.18000000,31535.45000000,31578.31000000,1454.79114000,46078044.49605740,30081
1626476400000,2021-07-16 23:00:00,BTC/USDT,31580.90000000,31634.13000000,31336.98000000,31383.87000000,1631.07004500,51358432.32771970,52872
1626480000000,2021-07-17 00:00:00,BTC/USDT,31383.86000000,31636.53000000,31164.31000000,31636.52000000,2571.83334800,80639562.39168829,53978
1626483600000,2021-07-17 01:00:00,BTC/USDT,31636.52000000,31642.64000000,31264.90000000,31386.53000000,1309.26104600,41139341.41526262,39238
1626487200000,2021-07-17 02:00:00,BTC/USDT,31383.11000000,31499.98000000,31250.00000000,31336.08000000,1547.69945400,48514430.86668482,54824
1626490800000,2021-07-17 03:00:00,BTC/USDT,31334.71000000,31474.50000000,31276.25000000,31306.56000000,1211.56731300,38010266.75023550,35720
1626494400000,2021-07-17 04:00:00,BTC/USDT,31306.57000000,31441.32000000,31190.00000000,31387.84000000,1161.06475600,36337398.52680347,27340
1626498000000,2021-07-17 05:00:00,BTC/USDT,31387.84000000,31539.23000000,31364.48000000,31486.95000000,1231.81007100,38750424.90480561,31394
1626501600000,2021-07-17 06:00:00,BTC/USDT,31486.94000000,31590.94000000,31435.22000000,31580.01000000,1004.18591100,31645489.87450921,49243
1626505200000,2021-07-17 07:00:00,BTC/USDT,31580.01000000,31588.50000000,31449.81000000,31513.64000000,857.35997200,27008260.04706060,47934
1626508800000,2021-07-17 08:00:00,BTC/USDT,31513.64000000,31955.92000000,31341.00000000,31706.44000000,2370.26196200,75047271.55254237,46999
1626512400000,2021-07-17 09:00:00,BTC/USDT,31706.43000000,31791.99000000,31602.00000000,31609.54000000,1675.53403800,53065229.81018412,28072
1626516000000,2021-07-17 10:00:00,BTC/USDT,31605.47000000,31613.50000000,31260.96000000,31280.00000000,1969.88332000,61813729.25164562,35754
1626519600000,2021-07-17 11:00:00,BTC/USDT,31280.01000000,31476.72000000,31250.00000000,31391.33000000,1896.21212800,59463779.71828575,36755
1626523200000,2021-07-17 12:00:00,BTC/USDT,31391.34000000,31583.87000000,31343.03000000,31501.41000000,1552.20092900,48836605.22212078,36804
1626526800000,2021-07-17 13:00:00,BTC/USDT,31501.41000000,31765.48000000,31341.16000000,31618.78000000,1947.19704300,61435660.15074737,50503
1626530400000,2021-07-17 14:00:00,BTC/USDT,31618.78000000,31745.99000000,31589.89000000,31637.00000000,1335.60345000,42305164.26651126,59321
1626534000000,2021-07-17 15:00:00,BTC/USDT,31637.01000000,31772.02000000,31450.47000000,31764.75000000,1555.01274800,49190924.03166198,27560
1626537600000,2021-07-17 16:00:00,BTC/USDT,31763.98000000,31870.43000000,31636.00000000,31683.03000000,1802.80464100,57219313.76078729,34154
1626541200000,2021-07-17 17:00:00,BTC/USDT,31683.04000000,31737.42000000,31537.00000000,31731.13000000,874.03601000,27658188.49644821,34318
1626544800000,2021-07-17 18:00:00,BTC/USDT,31731.13000000,31820.00000000,31670.48000000,31735.04000000,775.55854300,24626837.50562561,24440
1626548400000,2021-07-17 19:00:00,BTC/USDT,31735.03000000,31920.00000000,31704.40000000,31834.33000000,1319.47310000,41998629.54346602,38791
1626552000000,2021-07-17 20:00:00,BTC/USDT,31834.33000000,31898.50000000,31723.08000000,31723.09000000,831.83937700,26454842.09719284,29192
1626555600000,2021-07-17 21:00:00,BTC/USDT,31723.08000000,31827.05000000,31673.15000000,31720.00000000,1038.23281800,32973740.21782424,22571
1626559200000,2021-07-17 22:00:00,BTC/USDT,31721.50000000,31721.51000000,31605.44000000,31634.94000000,941.97593100,29819146.49828258,17431
1626562800000,2021-07-17 23:00:00,BTC/USDT,31634.95000000,31634.95000000,31480.66000000,31520.07000000,1231.63422300,38861729.43593135,21106
1626566400000,2021-07-18 00:00:00,BTC/USDT,31520.07000000,32132.62000000,31463.00000000,31975.13000000,3005.87262600,95618059.42159233,48831
1626570000000,2021-07-18 01:00:00,BTC/USDT,31975.17000000,32435.00000000,31943.40000000,32213.05000000,3816.88580900,122813945.31568065,64836
1626573600000,2021-07-18 02:00:00,BTC/USDT,32213.04000000,32285.98000000,32150.00000000,32201.82000000,1428.75176900,46024530.88780606,44252
1626577200000,2021-07-18 03:00:00,BTC/USDT,32201.83000000,32221.33000000,32059.54000000,32166.00000000,1273.65523600,40941978.00056141,20616
1626580800000,2021-07-18 04:00:00,BTC/USDT,32166.00000000,32190.45000000,32041.06000000,32077.25000000,892.14011500,28637928.02535984,31310
1626584400000,2021-07-18 05:00:00,BTC/USDT,32079.97000000,32146.53000000,32044.72000000,32059.27000000,819.44239700,26290568.80205466,34621
1626588000000,2021-07-18 06:00:00,BTC/USDT,32059.28000000,32072.22000000,31850.01000000,31886.18000000,1300.50979300,41534203.82331673,56316
1626591600000,2021-07-18 07:00:00,BTC/USDT,31886.19000000,31922.89000000,31680.01000000,31712.10000000,1223.94655500,38941304.99805556,43076
1626595200000,2021-07-18 08:00:00,BTC/USDT,31712.10000000,31800.00000000,31653.00000000,31762.11000000,1361.18604200,43183714.98242990,24910
1626598800000,2021-07-18 09:00:00,BTC/USDT,31762.10000000,31868.53000000,31671.81000000,31733.05000000,1208.96537100,38390706.38600959,23354
1626602400000,2021-07-18 10:00:00,BTC/USDT,31733.06000000,31746.85000000,31565.58000000,31709.43000000,1694.72238400,53642628.00123315,26007
1626606000000,2021-07-18 11:00:00,BTC/USDT,31710.17000000,31801.80000000,31668.81000000,31801.01000000,910.69929900,28907602.99622932,19014
1626609600000,2021-07-18 12:00:00,BTC/USDT,31801.79000000,31849.54000000,31683.96000000,31745.05000000,1043.98283200,33153159.79502069,19623
1626613200000,2021-07-18 13:00:00,BTC/USDT,31745.06000000,31765.24000000,31620.00000000,31700.17000000,969.44585500,30718809.02155733,19295
1626616800000,2021-07-18 14:00:00,BTC/USDT,31700.16000000,31750.00000000,31108.97000000,31322.85000000,3752.34060500,117752275.91417833,60561
1626620400000,2021-07-18 15:00:00,BTC/USDT,31322.83000000,31457.74000000,31227.96000000,31365.60000000,1772.94407000,55625871.37844629,31544
1626624000000,2021-07-18 16:00:00,BTC/USDT,31365.60000000,31568.00000000,31290.00000000,31463.57000000,1160.71928000,36477734.48751740,25339
1626627600000,2021-07-18 17:00:00,BTC/USDT,31463.58000000,31763.11000000,31414.84000000,31595.44000000,1491.65556000,47097913.87335554,27887
1626631200000,2021-07-18 18:00:00,BTC/USDT,31596.68000000,31670.84000000,31563.90000000,31604.51000000,1024.32714300,32387925.38579622,20427
1626634800000,2021-07-18 19:00:00,BTC/USDT,31604.51000000,31726.66000000,31604.50000000,31643.80000000,543.35155200,17205969.50663472,14642
1626638400000,2021-07-18 20:00:00,BTC/USDT,31642.91000000,31741.80000000,31606.06000000,31630.29000000,689.62802600,21842570.20146987,16404
1626642000000,2021-07-18 21:00:00,BTC/USDT,31630.30000000,31866.66000000,31544.80000000,31814.50000000,1328.34898700,42100843.46887533,27160
1626645600000,2021-07-18 22:00:00,BTC/USDT,31814.50000000,31943.00000000,31420.00000000,31557.91000000,2066.52607100,65441029.26761670,36340
1626649200000,2021-07-18 23:00:00,BTC/USDT,31557.91000000,31871.68000000,31508.92000000,31778.56000000,1143.66880900,36233091.70580386,24614
1626652800000,2021-07-19 00:00:00,BTC/USDT,31778.57000000,31861.79000000,31541.27000000,31600.68000000,1548.23005600,49088265.72333000,27430
1626656400000,2021-07-19 01:00:00,BTC/USDT,31600.69000000,31643.96000000,31431.87000000,31601.76000000,1221.62922400,38516116.30607740,25023
1626660000000,2021-07-19 02:00:00,BTC/USDT,31601.76000000,31687.10000000,31471.11000000,31515.79000000,840.27715600,26539873.45037906,18031
1626663600000,2021-07-19 03:00:00,BTC/USDT,31515.78000000,31614.86000000,31451.00000000,31541.57000000,684.07507100,21579679.18969501,16594
1626667200000,2021-07-19 04:00:00,BTC/USDT,31541.58000000,31782.86000000,31523.28000000,31742.00000000,1150.67874700,36432371.95673166,20505
1626670800000,2021-07-19 05:00:00,BTC/USDT,31742.00000000,31899.00000000,31643.49000000,31788.00000000,1448.40627800,45993544.54686992,26394
1626674400000,2021-07-19 06:00:00,BTC/USDT,31787.99000000,31860.00000000,31682.89000000,31793.54000000,1483.56610100,47144957.57468455,24835
1626678000000,2021-07-19 07:00:00,BTC/USDT,31793.54000000,31854.38000000,31583.34000000,31604.33000000,1633.44776200,51781253.95767751,25192
1626681600000,2021-07-19 08:00:00,BTC/USDT,31604.32000000,31669.73000000,31480.00000000,31486.58000000,1230.40080000,38850800.85570236,32721
1626685200000,2021-07-19 09:00:00,BTC/USDT,31486.59000000,31549.44000000,31301.10000000,31379.66000000,2213.98468100,69524004.80613399,33913
1626688800000,2021-07-19 10:00:00,BTC/USDT,31379.65000000,31435.92000000,31177.00000000,31205.58000000,2344.31593600,73364162.25238281,37107
1626692400000,2021-07-19 11:00:00,BTC/USDT,31205.91000000,31466.66000000,31155.00000000,31265.92000000,1999.91822400,62610529.52785593,46697
1626696000000,2021-07-19 12:00:00,BTC/USDT,31267.84000000,31375.00000000,30666.00000000,30713.15000000,6394.11611600,197822145.17699892,103647
1626699600000,2021-07-19 13:00:00,BTC/USDT,30713.15000000,30880.86000000,30560.00000000,30605.17000000,5224.79265200,160351253.34688413,73389
1626703200000,2021-07-19 14:00:00,BTC/USDT,30606.78000000,30850.00000000,30407.44000000,30816.05000000,4514.89848200,138309320.62299084,80401
1626706800000,2021-07-19 15:00:00,BTC/USDT,30816.05000000,30980.00000000,30646.61000000,30687.96000000,3182.93594300,98178403.09458546,49080
1626710400000,2021-07-19 16:00:00,BTC/USDT,30687.84000000,30785.71000000,30602.50000000,30705.58000000,1666.81924100,51158242.76963547,32772
1626714000000,2021-07-19 17:00:00,BTC/USDT,30705.59000000,30857.61000000,30670.09000000,30736.09000000,1296.17518700,39858174.94466707,24254
1626717600000,2021-07-19 18:00:00,BTC/USDT,30736.09000000,30808.14000000,30564.36000000,30652.95000000,1226.21575100,37652842.45094800,25865
1626721200000,2021-07-19 19:00:00,BTC/USDT,30652.95000000,30775.82000000,30520.01000000,30744.97000000,1360.60804200,41730455.64784988,26425
1626724800000,2021-07-19 20:00:00,BTC/USDT,30744.84000000,30838.53000000,30691.72000000,30770.62000000,1199.25144000,36882334.15802217,24636
1626728400000,2021-07-19 21:00:00,BTC/USDT,30770.62000000,30886.19000000,30712.30000000,30716.53000000,1331.27012200,41000451.48204973,28243
1626732000000,2021-07-19 22:00:00,BTC/USDT,30722.23000000,30935.46000000,30721.15000000,30855.00000000,1200.95791300,37060741.84331646,23379
1626735600000,2021-07-19 23:00:00,BTC/USDT,30855.00000000,30984.40000000,30792.04000000,30839.65000000,943.49757400,29133356.25103451,19496
1626739200000,2021-07-20 00:00:00,BTC/USDT,30839.65000000,31063.07000000,30749.99000000,30801.12000000,1862.69319900,57535735.07269743,32901
1626742800000,2021-07-20 01:00:00,BTC/USDT,30801.12000000,30844.05000000,30535.00000000,30621.61000000,2305.45154500,70648395.11925214,42913
1626746400000,2021-07-20 02:00:00,BTC/USDT,30621.55000000,30687.66000000,30150.00000000,30182.93000000,5027.88320000,152502274.72258263,71131
1626750000000,2021-07-20 03:00:00,BTC/USDT,30182.94000000,30254.26000000,29501.00000000,29600.46000000,9142.71556000,272949695.60429868,125792
1626753600000,2021-07-20 04:00:00,BTC/USDT,29600.46000000,29938.71000000,29505.95000000,29659.12000000,4017.29488000,119209855.11153730,59619
1626757200000,2021-07-20 05:00:00,BTC/USDT,29659.12000000,29798.35000000,29611.00000000,29729.10000000,2099.34089900,62359675.66441421,34445
1626760800000,2021-07-20 06:00:00,BTC/USDT,29729.10000000,29765.99000000,29620.30000000,29713.74000000,1461.95138200,43415737.24827480,26129
1626764400000,2021-07-20 07:00:00,BTC/USDT,29713.74000000,29877.26000000,29713.74000000,29821.73000000,1708.40887400,50891415.33617256,31420
1626768000000,2021-07-20 08:00:00,BTC/USDT,29821.72000000,29888.18000000,29632.01000000,29635.18000000,2135.35254200,63556926.60803380,37890
1626771600000,2021-07-20 09:00:00,BTC/USDT,29635.21000000,29812.83000000,29297.00000000,29420.50000000,3454.80343800,102161090.92350729,56664
1626775200000,2021-07-20 10:00:00,BTC/USDT,29420.42000000,29768.32000000,29278.00000000,29683.13000000,3235.17866600,95577511.23411987,53465
1626778800000,2021-07-20 11:00:00,BTC/USDT,29683.13000000,29789.41000000,29560.33000000,29692.79000000,2077.28404500,61644669.23999927,35550
1626782400000,2021-07-20 12:00:00,BTC/USDT,29693.63000000,29788.54000000,29606.45000000,29709.03000000,1701.54784500,50548074.78884917,30346
1626786000000,2021-07-20 13:00:00,BTC/USDT,29709.04000000,29765.88000000,29447.76000000,29525.57000000,2500.32652700,73942530.41281726,38348
1626789600000,2021-07-20 14:00:00,BTC/USDT,29525.56000000,29820.00000000,29279.13000000,29747.75000000,3569.19603000,105614186.75467003,58694
1626793200000,2021-07-20 15:00:00,BTC/USDT,29747.75000000,29988.00000000,29693.99000000,29888.36000000,2789.96802500,83229243.94975319,50142
1626796800000,2021-07-20 16:00:00,BTC/USDT,29890.80000000,29984.82000000,29647.93000000,29658.97000000,1843.00154000,54905594.50144824,37759
1626800400000,2021-07-20 17:00:00,BTC/USDT,29658.96000000,29706.83000000,29605.00000000,29659.33000000,1224.50480400,36314506.72204216,24368
1626804000000,2021-07-20 18:00:00,BTC/USDT,29659.34000000,29838.20000000,29632.75000000,29777.84000000,1186.25667100,35296524.99572466,29643
1626807600000,2021-07-20 19:00:00,BTC/USDT,29777.83000000,29887.11000000,29723.70000000,29780.86000000,1654.70876500,49322554.10830523,45495
1626811200000,2021-07-20 20:00:00,BTC/USDT,29780.87000000,29994.41000000,29780.86000000,29851.58000000,1907.28596800,57044513.82334966,32291
1626814800000,2021-07-20 21:00:00,BTC/USDT,29851.57000000,29874.76000000,29590.00000000,29685.98000000,1361.02403000,40444688.00439740,29491
1626818400000,2021-07-20 22:00:00,BTC/USDT,29685.97000000,29761.98000000,29500.00000000,29570.19000000,1352.65122900,40052578.94657501,26163
1626822000000,2021-07-20 23:00:00,BTC/USDT,29570.11000000,29890.00000000,29559.56000000,29790.35000000,1415.21935300,42062721.12756910,51480
1626825600000,2021-07-21 00:00:00,BTC/USDT,29790.34000000,29875.67000000,29555.00000000,29595.55000000,2070.89297800,61447734.42492637,28217
1626829200000,2021-07-21 01:00:00,BTC/USDT,29595.55000000,29784.98000000,29482.61000000,29743.15000000,1248.54865000,37005136.92942511,22529
1626832800000,2021-07-21 02:00:00,BTC/USDT,29743.15000000,29890.06000000,29707.29000000,29826.05000000,1401.63748100,41780366.71630635,26143
1626836400000,2021-07-21 03:00:00,BTC/USDT,29824.62000000,29910.00000000,29777.00000000,29845.10000000,1138.02878000,33969835.87666929,20860
1626840000000,2021-07-21 04:00:00,BTC/USDT,29845.11000000,30840.00000000,29830.51000000,30682.96000000,6536.42824800,198852333.06486178,89203
1626843600000,2021-07-21 05:00:00,BTC/USDT,30682.95000000,30900.00000000,30500.00000000,30687.06000000,3128.92117400,95973883.85390563,44749
1626847200000,2021-07-21 06:00:00,BTC/USDT,30687.06000000,30900.00000000,30642.85000000,30880.00000000,2539.34785000,78135257.36046585,40322
1626850800000,2021-07-21 07:00:00,BTC/USDT,30880.00000000,30942.42000000,30753.94000000,30817.84000000,2035.34084500,62718719.43420618,37435
1626854400000,2021-07-21 08:00:00,BTC/USDT,30817.84000000,30911.59000000,30716.37000000,30830.31000000,2030.62802800,62549586.97959784,28852
1626858000000,2021-07-21 09:00:00,BTC/USDT,30830.31000000,31395.16000000,30758.00000000,31314.20000000,3881.50126300,120408474.61009311,53765
1626861600000,2021-07-21 10:00:00,BTC/USDT,31314.20000000,31617.96000000,31253.17000000,31385.15000000,4690.03995100,147325801.22942351,58780
1626865200000,2021-07-21 11:00:00,BTC/USDT,31385.16000000,31655.00000000,31311.18000000,31534.11000000,3212.63029200,101140919.28434445,44549
1626868800000,2021-07-21 12:00:00,BTC/USDT,31534.12000000,31720.00000000,31419.60000000,31441.90000000,3398.46255700,107214753.04662818,46038
1626872400000,2021-07-21 13:00:00,BTC/USDT,31441.90000000,31571.09000000,31440.76000000,31499.99000000,2000.49414800,63050715.60603052,29462
1626876000000,2021-07-21 14:00:00,BTC/USDT,31499.99000000,31875.77000000,31499.99000000,31824.61000000,4166.68781700,132179608.10850664,94646
1626879600000,2021-07-21 15:00:00,BTC/USDT,31824.61000000,31969.99000000,31761.47000000,31933.00000000,3541.24510100,112842106.58671727,120060
1626883200000,2021-07-21 16:00:00,BTC/USDT,31934.54000000,32428.57000000,31848.38000000,32107.81000000,6377.32301200,204854575.97974380,132952
1626886800000,2021-07-21 17:00:00,BTC/USDT,32109.27000000,32223.24000000,31783.88000000,32179.10000000,3757.73481200,120300207.76430448,63836
1626890400000,2021-07-21 18:00:00,BTC/USDT,32179.09000000,32858.00000000,31755.00000000,31786.71000000,10820.15812100,349395908.72480980,168770
1626894000000,2021-07-21 19:00:00,BTC/USDT,31783.78000000,32000.00000000,31584.52000000,31627.57000000,5215.51590400,165755671.15969690,75783
1626897600000,2021-07-21 20:00:00,BTC/USDT,31627.58000000,31936.10000000,31516.30000000,31796.90000000,3471.00312600,109920200.66880167,50321
1626901200000,2021-07-21 21:00:00,BTC/USDT,31796.90000000,31967.77000000,31680.01000000,31835.03000000,1344.76244600,42762285.00428761,59005
1626904800000,2021-07-21 22:00:00,BTC/USDT,31835.02000000,32163.97000000,31800.00000000,32114.12000000,1955.17902600,62571228.09011092,40440
1626908400000,2021-07-21 23:00:00,BTC/USDT,32114.12000000,32247.63000000,31959.00000000,32144.51000000,2833.75351800,90985395.57836110,38341
1626912000000,2021-07-22 00:00:00,BTC/USDT,32144.51000000,32376.78000000,31878.79000000,32053.18000000,3445.78905500,110850927.39017361,53264
1626915600000,2021-07-22 01:00:00,BTC/USDT,32053.58000000,32081.91000000,31888.90000000,31974.85000000,1260.06553200,40317979.62761114,27387
1626919200000,2021-07-22 02:00:00,BTC/USDT,31974.85000000,31980.97000000,31777.00000000,31855.00000000,1259.70331700,40168617.73423136,24679
1626922800000,2021-07-22 03:00:00,BTC/USDT,31855.00000000,32113.87000000,31826.09000000,31929.64000000,1504.98019800,48083325.08252099,91336
1626926400000,2021-07-22 04:00:00,BTC/USDT,31929.64000000,32213.00000000,31901.05000000,32063.91000000,1569.24660300,50345057.92190529,35266
1626930000000,2021-07-22 05:00:00,BTC/USDT,32063.91000000,32150.00000000,31860.00000000,31892.52000000,1359.87660000,43473042.71691709,24979
1626933600000,2021-07-22 06:00:00,BTC/USDT,31892.52000000,32098.00000000,31865.93000000,32032.90000000,1358.28212100,43480040.33249724,24547
1626937200000,2021-07-22 07:00:00,BTC/USDT,32032.89000000,32344.90000000,32017.50000000,32129.75000000,2614.58909700,84129966.46238116,51992
1626940800000,2021-07-22 08:00:00,BTC/USDT,32129.74000000,32259.00000000,32044.13000000,32116.33000000,2308.89333900,74249446.71634768,29255
1626944400000,2021-07-22 09:00:00,BTC/USDT,32116.32000000,32171.46000000,31708.00000000,31891.93000000,2741.58945000,87521373.41185643,42488
1626948000000,2021-07-22 10:00:00,BTC/USDT,31891.94000000,31982.51000000,31773.00000000,31811.60000000,1694.89186300,54026987.28431694,33746
1626951600000,2021-07-22 11:00:00,BTC/USDT,31811.60000000,31986.49000000,31708.57000000,31913.64000000,2207.79969500,70258518.43027334,30983
1626955200000,2021-07-22 12:00:00,BTC/USDT,31913.64000000,32222.22000000,31724.39000000,32187.54000000,3355.21052400,107323994.89841868,59082
