,Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
7681,1601247600000,2020-09-27 23:00:00,BTCUSD,10755.5,10789.68,10734.36,10776.94,52.3744586973
7680,1601251200000,2020-09-28 00:00:00,BTCUSD,10776.94,10957.15,10776.94,10883.71,158.908420134
7679,1601254800000,2020-09-28 01:00:00,BTCUSD,10883.71,10937.62,10883.71,10927.44,67.5479374002
7678,1601258400000,2020-09-28 02:00:00,BTCUSD,10927.44,10950.94,10911.86,10914.7,17.2652195524
7677,1601262000000,2020-09-28 03:00:00,BTCUSD,10914.7,10919.36,10879.51,10894.13,8.2346509507
7676,1601265600000,2020-09-28 04:00:00,BTCUSD,10894.13,10907.37,10873.41,10899.95,33.5502816358
7675,1601269200000,2020-09-28 05:00:00,BTCUSD,10899.95,10916.0,10871.08,10884.09,14.6451175984
7674,1601272800000,2020-09-28 06:00:00,BTCUSD,10884.09,10889.44,10856.48,10874.69,13.3566881944
7673,1601276400000,2020-09-28 07:00:00,BTCUSD,10874.69,10883.7,10845.01,10854.7,3.97491779
7672,1601280000000,2020-09-28 08:00:00,BTCUSD,10854.7,10889.72,10853.28,10864.12,11.8859536379
7671,1601283600000,2020-09-28 09:00:00,BTCUSD,10864.12,10874.55,10842.79,10860.01,22.4860072054
7670,1601287200000,2020-09-28 10:00:00,BTCUSD,10860.01,10889.71,10834.96,10880.9,26.8732874424
7669,1601290800000,2020-09-28 11:00:00,BTCUSD,10880.9,10906.81,10860.32,10885.12,22.371949259
7668,1601294400000,2020-09-28 12:00:00,BTCUSD,10885.12,10939.79,10850.0,10907.6,78.6559718367
7667,1601298000000,2020-09-28 13:00:00,BTCUSD,10907.6,10945.86,10878.37,10897.28,69.4125718631
7666,1601301600000,2020-09-28 14:00:00,BTCUSD,10897.28,10920.0,10870.0,10870.0,50.7389176976
7665,1601305200000,2020-09-28 15:00:00,BTCUSD,10870.0,10910.88,10866.87,10905.28,37.7589101462
7664,1601308800000,2020-09-28 16:00:00,BTCUSD,10905.28,10911.16,10870.03,10893.04,93.3540434104
7663,1601312400000,2020-09-28 17:00:00,BTCUSD,10893.04,10921.6,10880.07,10895.87,87.6336810532
7662,1601316000000,2020-09-28 18:00:00,BTCUSD,10895.87,10895.87,10860.8,10876.0,63.6636901333
7661,1601319600000,2020-09-28 19:00:00,BTCUSD,10876.0,10876.0,10841.02,10859.42,65.5918694737
7660,1601323200000,2020-09-28 20:00:00,BTCUSD,10859.42,10883.05,10859.42,10871.48,52.8052350126
7659,1601326800000,2020-09-28 21:00:00,BTCUSD,10871.48,10893.51,10847.42,10893.07,57.851270563
7658,1601330400000,2020-09-28 22:00:00,BTCUSD,10893.07,10893.07,10856.34,10859.77,28.3781349145
7657,1601334000000,2020-09-28 23:00:00,BTCUSD,10859.77,10868.79,10633.49,10698.34,437.864984881
7656,1601337600000,2020-09-29 00:00:00,BTCUSD,10698.34,10730.28,10660.48,10713.61,23.6389808308
7655,1601341200000,2020-09-29 01:00:00,BTCUSD,10713.61,10717.37,10681.01,10681.02,33.3746860848
7654,1601344800000,2020-09-29 02:00:00,BTCUSD,10681.02,10702.8,10659.96,10688.1,36.4091236289
7653,1601348400000,2020-09-29 03:00:00,BTCUSD,10688.1,10706.62,10685.47,10688.15,49.6419746716
7652,1601352000000,2020-09-29 04:00:00,BTCUSD,10688.15,10708.18,10685.9,10692.24,13.06542594
7651,1601355600000,2020-09-29 05:00:00,BTCUSD,10692.24,10699.06,10675.21,10676.36,13.6769297582
7650,1601359200000,2020-09-29 06:00:00,BTCUSD,10676.36,10746.23,10667.2,10743.18,5.393579205
7649,1601362800000,2020-09-29 07:00:00,BTCUSD,10743.18,10743.19,10710.64,10723.1,8.42217562
7648,1601366400000,2020-09-29 08:00:00,BTCUSD,10723.1,10740.66,10709.8,10729.27,5.4939234302
7647,1601370000000,2020-09-29 09:00:00,BTCUSD,10729.27,10756.09,10709.18,10712.57,21.17246076
7646,1601373600000,2020-09-29 10:00:00,BTCUSD,10712.57,10777.0,10712.57,10772.04,14.6775780774
7645,1601377200000,2020-09-29 11:00:00,BTCUSD,10772.04,10798.8,10761.0,10761.0,15.0139621195
7644,1601380800000,2020-09-29 12:00:00,BTCUSD,10761.0,10768.0,10743.63,10765.67,16.2052304572
7643,1601384400000,2020-09-29 13:00:00,BTCUSD,10765.67,10770.69,10714.91,10757.34,59.2537853149
7642,1601388000000,2020-09-29 14:00:00,BTCUSD,10757.34,10791.0,10744.49,10763.91,55.7834991673
7641,1601391600000,2020-09-29 15:00:00,BTCUSD,10763.91,10774.89,10714.22,10728.35,61.0951868312
7640,1601395200000,2020-09-29 16:00:00,BTCUSD,10728.35,10742.2,10663.99,10695.03,121.4483082579
7639,1601398800000,2020-09-29 17:00:00,BTCUSD,10695.03,10702.4,10638.18,10664.68,150.0309171559
7638,1601402400000,2020-09-29 18:00:00,BTCUSD,10664.68,10751.74,10664.68,10729.27,179.0720561325
7637,1601406000000,2020-09-29 19:00:00,BTCUSD,10729.27,10767.88,10720.23,10745.89,56.3876498562
7636,1601409600000,2020-09-29 20:00:00,BTCUSD,10745.89,10778.94,10739.42,10757.91,47.8777395472
7635,1601413200000,2020-09-29 21:00:00,BTCUSD,10757.91,10786.48,10750.92,10774.23,58.6505823058
7634,1601416800000,2020-09-29 22:00:00,BTCUSD,10774.23,10781.63,10751.5,10769.16,49.94117652
7633,1601420400000,2020-09-29 23:00:00,BTCUSD,10769.16,10870.06,10768.94,10845.73,37.5997047515
7632,1601424000000,2020-09-30 00:00:00,BTCUSD,10845.73,10851.38,10811.7,10811.7,40.3427106252
7631,1601427600000,2020-09-30 01:00:00,BTCUSD,10811.7,10830.7,10773.69,10794.99,19.2323014604
7630,1601431200000,2020-09-30 02:00:00,BTCUSD,10794.99,10833.57,10765.33,10778.22,147.2131918394
7629,1601434800000,2020-09-30 03:00:00,BTCUSD,10778.22,10782.82,10750.0,10750.01,22.3488088127
7628,1601438400000,2020-09-30 04:00:00,BTCUSD,10750.01,10762.31,10701.01,10745.3,6.5193136585
7627,1601442000000,2020-09-30 05:00:00,BTCUSD,10745.3,10769.16,10706.91,10706.91,8.7573790273
7626,1601445600000,2020-09-30 06:00:00,BTCUSD,10706.91,10732.23,10684.74,10718.2,10.4259458218
7625,1601449200000,2020-09-30 07:00:00,BTCUSD,10718.2,10756.47,10692.37,10705.97,11.5200719991
7624,1601452800000,2020-09-30 08:00:00,BTCUSD,10705.97,10726.16,10687.01,10712.29,10.6731004545
7623,1601456400000,2020-09-30 09:00:00,BTCUSD,10712.29,10712.29,10666.46,10695.16,40.4115617094
7622,1601460000000,2020-09-30 10:00:00,BTCUSD,10695.16,10725.3,10695.16,10721.59,12.40920694
7621,1601463600000,2020-09-30 11:00:00,BTCUSD,10721.59,10726.22,10683.97,10683.97,7.5601046671
7620,1601467200000,2020-09-30 12:00:00,BTCUSD,10683.97,10749.91,10669.61,10725.28,17.1293653051
7619,1601470800000,2020-09-30 13:00:00,BTCUSD,10725.28,10750.0,10721.43,10745.97,44.4254564648
7618,1601474400000,2020-09-30 14:00:00,BTCUSD,10745.97,10763.12,10740.72,10751.95,47.4743904737
7617,1601478000000,2020-09-30 15:00:00,BTCUSD,10751.95,10795.61,10751.95,10779.5,48.9915189277
7616,1601481600000,2020-09-30 16:00:00,BTCUSD,10779.5,10792.74,10765.0,10782.06,75.5355065547
7615,1601485200000,2020-09-30 17:00:00,BTCUSD,10782.06,10803.32,10765.0,10773.74,59.7852971271
7614,1601488800000,2020-09-30 18:00:00,BTCUSD,10773.74,10782.83,10684.94,10738.82,149.4700362519
7613,1601492400000,2020-09-30 19:00:00,BTCUSD,10738.82,10739.96,10684.95,10719.99,142.4197406859
7612,1601496000000,2020-09-30 20:00:00,BTCUSD,10719.99,10735.39,10684.94,10711.34,52.6472671833
7611,1601499600000,2020-09-30 21:00:00,BTCUSD,10711.34,10747.71,10700.05,10711.14,104.2172386977
7610,1601503200000,2020-09-30 22:00:00,BTCUSD,10711.14,10759.54,10701.42,10750.75,25.5041667007
7609,1601506800000,2020-09-30 23:00:00,BTCUSD,10750.75,10791.85,10743.2,10784.04,14.8601067267
7608,1601510400000,2020-10-01 00:00:00,BTCUSD,10784.04,10831.04,10783.02,10788.09,174.1668737763
7607,1601514000000,2020-10-01 01:00:00,BTCUSD,10788.09,10847.48,10787.85,10840.06,27.4316911343
7606,1601517600000,2020-10-01 02:00:00,BTCUSD,10840.06,10859.32,10818.16,10821.83,13.8245775971
7605,1601521200000,2020-10-01 03:00:00,BTCUSD,10821.83,10832.33,10799.62,10802.58,13.7476339041
7604,1601524800000,2020-10-01 04:00:00,BTCUSD,10802.58,10830.24,10801.38,10808.95,1.6381586672
7603,1601528400000,2020-10-01 05:00:00,BTCUSD,10808.95,10830.91,10801.0,10825.03,17.7663536491
7602,1601532000000,2020-10-01 06:00:00,BTCUSD,10825.03,10852.82,10824.02,10824.03,17.1812904022
7601,1601535600000,2020-10-01 07:00:00,BTCUSD,10824.03,10842.71,10815.75,10830.07,5.3896868999
7600,1601539200000,2020-10-01 08:00:00,BTCUSD,10830.07,10934.11,10821.69,10890.35,208.81600833
7599,1601542800000,2020-10-01 09:00:00,BTCUSD,10890.35,10911.4,10883.38,10897.34,9.6211384655
7598,1601546400000,2020-10-01 10:00:00,BTCUSD,10897.34,10911.83,10856.47,10873.31,17.52432244
7597,1601550000000,2020-10-01 11:00:00,BTCUSD,10873.31,10901.15,10864.12,10897.16,16.4034590706
7596,1601553600000,2020-10-01 12:00:00,BTCUSD,10897.16,10913.12,10865.92,10893.26,36.172942736
7595,1601557200000,2020-10-01 13:00:00,BTCUSD,10893.26,10901.89,10858.68,10870.93,65.3036732427
7594,1601560800000,2020-10-01 14:00:00,BTCUSD,10870.93,10878.05,10845.56,10868.19,105.4888594038
7593,1601564400000,2020-10-01 15:00:00,BTCUSD,10868.19,10901.91,10711.8,10727.0,386.7401058755
7592,1601568000000,2020-10-01 16:00:00,BTCUSD,10727.0,10727.0,10445.95,10515.82,1064.7550104941
7591,1601571600000,2020-10-01 17:00:00,BTCUSD,10515.82,10546.42,10470.0,10480.01,197.9526605586
7590,1601575200000,2020-10-01 18:00:00,BTCUSD,10480.01,10595.72,10461.32,10588.25,109.9955074168
7589,1601578800000,2020-10-01 19:00:00,BTCUSD,10588.25,10645.83,10568.21,10619.22,104.7364688971
7588,1601582400000,2020-10-01 20:00:00,BTCUSD,10619.22,10622.32,10567.1,10612.0,78.1236707632
7587,1601586000000,2020-10-01 21:00:00,BTCUSD,10612.0,10638.12,10582.33,10589.81,41.8880411667
7586,1601589600000,2020-10-01 22:00:00,BTCUSD,10589.81,10642.66,10575.4,10610.99,75.8130262419
7585,1601593200000,2020-10-01 23:00:00,BTCUSD,10610.99,10628.6,10610.99,10628.6,8.1457226009
7584,1601596800000,2020-10-02 00:00:00,BTCUSD,10628.6,10628.6,10586.89,10602.62,25.6687070604
7583,1601600400000,2020-10-02 01:00:00,BTCUSD,10602.62,10623.84,10589.2,10599.03,49.808312741
7582,1601604000000,2020-10-02 02:00:00,BTCUSD,10599.03,10621.8,10589.42,10603.24,13.7428020452
7581,1601607600000,2020-10-02 03:00:00,BTCUSD,10603.24,10644.58,10603.24,10640.95,44.1129682387
7580,1601611200000,2020-10-02 04:00:00,BTCUSD,10640.95,10665.06,10588.07,10588.07,21.2835260981
7579,1601614800000,2020-10-02 05:00:00,BTCUSD,10588.07,10588.74,10387.0,10438.2,122.4397339493
7578,1601618400000,2020-10-02 06:00:00,BTCUSD,10438.2,10526.62,10414.54,10503.99,21.3833237418
7577,1601622000000,2020-10-02 07:00:00,BTCUSD,10503.99,10520.0,10475.0,10495.78,117.0846193809
7576,1601625600000,2020-10-02 08:00:00,BTCUSD,10495.78,10497.86,10429.11,10452.15,27.7241982985
7575,1601629200000,2020-10-02 09:00:00,BTCUSD,10452.15,10486.31,10426.01,10447.3,22.2933497035
7574,1601632800000,2020-10-02 10:00:00,BTCUSD,10447.3,10470.07,10377.74,10469.33,24.4062959156
7573,1601636400000,2020-10-02 11:00:00,BTCUSD,10469.33,10484.89,10435.8,10443.88,32.9987981128
7572,1601640000000,2020-10-02 12:00:00,BTCUSD,10443.88,10496.33,10437.15,10492.77,26.2982001217
7571,1601643600000,2020-10-02 13:00:00,BTCUSD,10492.77,10599.0,10445.96,10535.08,135.231568722
7570,1601647200000,2020-10-02 14:00:00,BTCUSD,10535.08,10556.54,10511.55,10528.6,135.6375610869
7569,1601650800000,2020-10-02 15:00:00,BTCUSD,10528.6,10553.96,10512.06,10512.06,72.9006954133
7568,1601654400000,2020-10-02 16:00:00,BTCUSD,10512.06,10572.26,10500.0,10554.44,72.9135177167
7567,1601658000000,2020-10-02 17:00:00,BTCUSD,10554.44,10566.21,10525.0,10547.1,74.3055046973
7566,1601661600000,2020-10-02 18:00:00,BTCUSD,10547.1,10563.93,10537.03,10557.87,75.0401906073
7565,1601665200000,2020-10-02 19:00:00,BTCUSD,10557.87,10557.87,10519.74,10519.74,61.1083746056
7564,1601668800000,2020-10-02 20:00:00,BTCUSD,10519.74,10559.03,10513.2,10548.0,60.1249035697
7563,1601672400000,2020-10-02 21:00:00,BTCUSD,10548.0,10562.13,10477.17,10477.17,54.7303928097
7562,1601676000000,2020-10-02 22:00:00,BTCUSD,10477.17,10583.92,10475.58,10563.05,60.8052120836
7561,1601679600000,2020-10-02 23:00:00,BTCUSD,10563.05,10584.8,10561.82,10576.2,31.9189960387
7560,1601683200000,2020-10-03 00:00:00,BTCUSD,10576.2,10584.56,10540.47,10557.3,23.9905845855
7559,1601686800000,2020-10-03 01:00:00,BTCUSD,10557.3,10567.34,10532.3,10542.44,29.8610682167
7558,1601690400000,2020-10-03 02:00:00,BTCUSD,10542.44,10558.14,10515.35,10545.87,98.7156430069
7557,1601694000000,2020-10-03 03:00:00,BTCUSD,10545.87,10570.21,10534.96,10556.56,12.0767865201
7556,1601697600000,2020-10-03 04:00:00,BTCUSD,10556.56,10567.26,10546.88,10565.66,6.7171127081
7555,1601701200000,2020-10-03 05:00:00,BTCUSD,10565.66,10568.98,10538.19,10545.76,4.0403246435
7554,1601704800000,2020-10-03 06:00:00,BTCUSD,10545.76,10560.19,10504.54,10534.9,3.3901716851
7553,1601708400000,2020-10-03 07:00:00,BTCUSD,10534.9,10534.91,10517.81,10531.65,3.07590561
7552,1601712000000,2020-10-03 08:00:00,BTCUSD,10531.65,10565.44,10508.09,10514.55,2.7344563757
7551,1601715600000,2020-10-03 09:00:00,BTCUSD,10514.55,10545.56,10514.2,10526.35,10.6947112104
7550,1601719200000,2020-10-03 10:00:00,BTCUSD,10526.35,10551.55,10526.35,10551.55,2.4375141372
7549,1601722800000,2020-10-03 11:00:00,BTCUSD,10551.55,10568.45,10534.61,10548.09,7.8533582009
7548,1601726400000,2020-10-03 12:00:00,BTCUSD,10548.09,10551.61,10531.71,10540.9,12.2024956021
7547,1601730000000,2020-10-03 13:00:00,BTCUSD,10540.9,10558.93,10530.52,10537.53,29.984607901
7546,1601733600000,2020-10-03 14:00:00,BTCUSD,10537.53,10560.1,10532.87,10543.82,50.9846952685
7545,1601737200000,2020-10-03 15:00:00,BTCUSD,10543.82,10563.43,10539.24,10561.61,32.4942885502
7544,1601740800000,2020-10-03 16:00:00,BTCUSD,10561.61,10602.71,10551.49,10588.64,30.7394808309
7543,1601744400000,2020-10-03 17:00:00,BTCUSD,10588.64,10594.78,10573.92,10589.44,32.8247021086
7542,1601748000000,2020-10-03 18:00:00,BTCUSD,10589.44,10599.88,10575.95,10585.17,19.4763579402
7541,1601751600000,2020-10-03 19:00:00,BTCUSD,10585.17,10605.81,10575.97,10595.41,34.6490902362
7540,1601755200000,2020-10-03 20:00:00,BTCUSD,10595.41,10600.72,10568.31,10577.94,35.060808314
7539,1601758800000,2020-10-03 21:00:00,BTCUSD,10577.94,10586.03,10566.96,10584.02,9.1998332955
7538,1601762400000,2020-10-03 22:00:00,BTCUSD,10584.02,10584.02,10541.31,10569.39,18.6268327562
7537,1601766000000,2020-10-03 23:00:00,BTCUSD,10569.39,10576.47,10548.68,10556.77,11.435581302
7536,1601769600000,2020-10-04 00:00:00,BTCUSD,10556.77,10572.94,10530.52,10557.74,14.2536265841
7535,1601773200000,2020-10-04 01:00:00,BTCUSD,10557.74,10557.74,10530.52,10546.4,12.6930537029
7534,1601776800000,2020-10-04 02:00:00,BTCUSD,10546.4,10563.32,10533.46,10563.31,10.9538810779
7533,1601780400000,2020-10-04 03:00:00,BTCUSD,10563.31,10567.34,10549.99,10555.06,105.2320450983
7532,1601784000000,2020-10-04 04:00:00,BTCUSD,10555.06,10583.27,10555.06,10578.92,2.422809325
7531,1601787600000,2020-10-04 05:00:00,BTCUSD,10578.92,10585.93,10567.35,10567.35,8.8676271231
7530,1601791200000,2020-10-04 06:00:00,BTCUSD,10567.35,10637.95,10567.35,10625.38,25.4243081985
7529,1601794800000,2020-10-04 07:00:00,BTCUSD,10625.38,10631.73,10609.99,10624.42,8.5128038508
7528,1601798400000,2020-10-04 08:00:00,BTCUSD,10624.42,10624.88,10593.54,10597.37,1.30548521
7527,1601802000000,2020-10-04 09:00:00,BTCUSD,10597.37,10612.25,10590.9,10600.62,0.8063981303
7526,1601805600000,2020-10-04 10:00:00,BTCUSD,10600.62,10602.95,10576.15,10584.93,6.49554852
7525,1601809200000,2020-10-04 11:00:00,BTCUSD,10584.93,10609.69,10583.39,10607.57,0.7323661137
7524,1601812800000,2020-10-04 12:00:00,BTCUSD,10607.57,10617.13,10576.96,10609.57,45.7000813956
7523,1601816400000,2020-10-04 13:00:00,BTCUSD,10609.57,10629.12,10605.22,10614.86,14.2244013841
7522,1601820000000,2020-10-04 14:00:00,BTCUSD,10614.86,10619.41,10596.97,10611.99,7.3812603991
7521,1601823600000,2020-10-04 15:00:00,BTCUSD,10611.99,10616.2,10597.01,10598.08,17.8791580753
7520,1601827200000,2020-10-04 16:00:00,BTCUSD,10598.08,10609.34,10591.16,10603.31,5.1965121282
7519,1601830800000,2020-10-04 17:00:00,BTCUSD,10603.31,10613.66,10602.96,10609.66,10.3655963809
7518,1601834400000,2020-10-04 18:00:00,BTCUSD,10609.66,10650.0,10601.56,10637.08,31.8027933892
7517,1601838000000,2020-10-04 19:00:00,BTCUSD,10637.08,10696.9,10636.01,10679.83,28.4209052325
7516,1601841600000,2020-10-04 20:00:00,BTCUSD,10679.83,10696.9,10645.09,10649.99,29.2800173149
7515,1601845200000,2020-10-04 21:00:00,BTCUSD,10649.99,10672.5,10648.74,10651.9,14.0465007824
7514,1601848800000,2020-10-04 22:00:00,BTCUSD,10651.9,10684.68,10632.28,10664.71,139.9562742347
7513,1601852400000,2020-10-04 23:00:00,BTCUSD,10664.71,10681.54,10652.76,10675.58,27.6808148287
7512,1601856000000,2020-10-05 00:00:00,BTCUSD,10675.58,10741.92,10664.39,10709.38,30.1349673913
7511,1601859600000,2020-10-05 01:00:00,BTCUSD,10709.38,10712.03,10693.58,10698.39,4.4804331793
7510,1601863200000,2020-10-05 02:00:00,BTCUSD,10698.39,10719.77,10694.23,10716.47,11.0387346582
7509,1601866800000,2020-10-05 03:00:00,BTCUSD,10716.47,10720.36,10669.62,10672.37,46.4393022217
7508,1601870400000,2020-10-05 04:00:00,BTCUSD,10672.37,10677.33,10651.58,10657.72,53.1478427887
7507,1601874000000,2020-10-05 05:00:00,BTCUSD,10657.72,10685.9,10657.72,10685.9,23.3391384475
7506,1601877600000,2020-10-05 06:00:00,BTCUSD,10685.9,10685.9,10625.0,10650.2,17.7262354438
7505,1601881200000,2020-10-05 07:00:00,BTCUSD,10650.2,10698.5,10637.32,10697.12,24.42788127
7504,1601884800000,2020-10-05 08:00:00,BTCUSD,10697.12,10697.57,10676.24,10677.72,3.0392692644
7503,1601888400000,2020-10-05 09:00:00,BTCUSD,10677.72,10689.95,10675.0,10682.2,4.0856694074
7502,1601892000000,2020-10-05 10:00:00,BTCUSD,10682.2,10686.67,10666.11,10683.63,13.0424592252
7501,1601895600000,2020-10-05 11:00:00,BTCUSD,10683.63,10695.36,10671.28,10672.46,52.2243868
7500,1601899200000,2020-10-05 12:00:00,BTCUSD,10672.46,10699.3,10664.46,10695.54,93.7779417224
7499,1601902800000,2020-10-05 13:00:00,BTCUSD,10695.54,10734.0,10695.54,10732.39,95.5971974589
7498,1601906400000,2020-10-05 14:00:00,BTCUSD,10732.39,10773.61,10715.29,10729.87,92.6355096741
7497,1601910000000,2020-10-05 15:00:00,BTCUSD,10729.87,10738.7,10710.02,10730.0,80.4663456386
7496,1601913600000,2020-10-05 16:00:00,BTCUSD,10730.0,10747.27,10710.27,10747.27,37.9303947953
7495,1601917200000,2020-10-05 17:00:00,BTCUSD,10747.27,10748.8,10695.0,10695.01,83.9999688074
7494,1601920800000,2020-10-05 18:00:00,BTCUSD,10695.01,10721.25,10684.59,10716.11,127.0366250716
7493,1601924400000,2020-10-05 19:00:00,BTCUSD,10716.11,10747.02,10716.1,10740.29,29.1416111507
7492,1601928000000,2020-10-05 20:00:00,BTCUSD,10740.29,10755.46,10733.0,10748.98,69.5330548667
7491,1601931600000,2020-10-05 21:00:00,BTCUSD,10748.98,10770.7,10735.01,10746.16,78.7554014052
7490,1601935200000,2020-10-05 22:00:00,BTCUSD,10746.16,10775.0,10746.15,10755.65,51.7056521712
7489,1601938800000,2020-10-05 23:00:00,BTCUSD,10755.65,10800.9,10743.86,10795.58,46.4641857627
7488,1601942400000,2020-10-06 00:00:00,BTCUSD,10795.58,10801.39,10753.2,10764.42,36.4859596204
7487,1601946000000,2020-10-06 01:00:00,BTCUSD,10764.42,10781.81,10750.0,10772.16,17.959834365
7486,1601949600000,2020-10-06 02:00:00,BTCUSD,10772.16,10799.99,10766.47,10767.96,96.2574340083
7485,1601953200000,2020-10-06 03:00:00,BTCUSD,10767.96,10794.16,10761.45,10773.28,14.2072722797
7484,1601956800000,2020-10-06 04:00:00,BTCUSD,10773.28,10791.81,10767.8,10768.46,14.6874150266
7483,1601960400000,2020-10-06 05:00:00,BTCUSD,10768.46,10771.97,10748.3,10757.75,11.7151515638
7482,1601964000000,2020-10-06 06:00:00,BTCUSD,10757.75,10763.22,10738.0,10750.06,4.4687111902
7481,1601967600000,2020-10-06 07:00:00,BTCUSD,10750.06,10772.29,10715.83,10715.83,40.77261486
7480,1601971200000,2020-10-06 08:00:00,BTCUSD,10715.83,10742.95,10707.19,10742.94,29.4450252081
7479,1601974800000,2020-10-06 09:00:00,BTCUSD,10742.94,10755.84,10734.17,10750.72,7.1786775559
7478,1601978400000,2020-10-06 10:00:00,BTCUSD,10750.72,10755.47,10710.0,10713.06,69.3285220999
7477,1601982000000,2020-10-06 11:00:00,BTCUSD,10713.06,10713.06,10660.53,10698.22,22.4680922665
7476,1601985600000,2020-10-06 12:00:00,BTCUSD,10698.22,10725.42,10690.7,10706.6,40.19568467
7475,1601989200000,2020-10-06 13:00:00,BTCUSD,10706.6,10722.61,10676.95,10678.85,59.2737841001
7474,1601992800000,2020-10-06 14:00:00,BTCUSD,10678.85,10706.22,10630.64,10676.74,227.7250102657
7473,1601996400000,2020-10-06 15:00:00,BTCUSD,10676.74,10769.26,10628.15,10740.77,103.6409062865
7472,1602000000000,2020-10-06 16:00:00,BTCUSD,10740.77,10750.3,10715.24,10730.9,85.9007699578
7471,1602003600000,2020-10-06 17:00:00,BTCUSD,10730.9,10737.37,10706.0,10719.23,39.6764439115
7470,1602007200000,2020-10-06 18:00:00,BTCUSD,10719.23,10741.42,10563.6,10599.83,62.8866980957
7469,1602010800000,2020-10-06 19:00:00,BTCUSD,10599.83,10617.88,10531.0,10579.06,129.7061986306
7468,1602014400000,2020-10-06 20:00:00,BTCUSD,10579.06,10581.7,10530.79,10550.06,124.3124026519
7467,1602018000000,2020-10-06 21:00:00,BTCUSD,10550.06,10583.54,10531.7,10572.54,85.4661428475
7466,1602021600000,2020-10-06 22:00:00,BTCUSD,10572.54,10605.02,10568.14,10588.01,130.7950850943
7465,1602025200000,2020-10-06 23:00:00,BTCUSD,10588.01,10617.87,10577.95,10609.31,23.1002061417
7464,1602028800000,2020-10-07 00:00:00,BTCUSD,10609.31,10612.79,10580.29,10599.44,36.4690083527
7463,1602032400000,2020-10-07 01:00:00,BTCUSD,10599.44,10606.37,10555.0,10587.6,28.2739829332
7462,1602036000000,2020-10-07 02:00:00,BTCUSD,10587.6,10609.84,10586.16,10600.39,34.9137785317
7461,1602039600000,2020-10-07 03:00:00,BTCUSD,10600.39,10602.5,10579.99,10582.74,17.5765427729
7460,1602043200000,2020-10-07 04:00:00,BTCUSD,10582.74,10618.63,10572.97,10598.52,456.70380423
7459,1602046800000,2020-10-07 05:00:00,BTCUSD,10598.52,10633.61,10591.48,10615.9,448.2126355123
7458,1602050400000,2020-10-07 06:00:00,BTCUSD,10615.9,10634.84,10608.0,10630.9,12.5701179301
7457,1602054000000,2020-10-07 07:00:00,BTCUSD,10630.9,10635.12,10605.0,10623.93,13.18710875
7456,1602057600000,2020-10-07 08:00:00,BTCUSD,10623.93,10630.33,10600.54,10614.41,2.91894253
7455,1602061200000,2020-10-07 09:00:00,BTCUSD,10614.41,10625.36,10589.18,10593.5,18.1076338632
7454,1602064800000,2020-10-07 10:00:00,BTCUSD,10593.5,10609.77,10579.4,10603.68,6.79098232
7453,1602068400000,2020-10-07 11:00:00,BTCUSD,10603.68,10617.73,10589.04,10609.67,14.3267768698
7452,1602072000000,2020-10-07 12:00:00,BTCUSD,10609.67,10657.2,10609.66,10632.56,30.2351817436
7451,1602075600000,2020-10-07 13:00:00,BTCUSD,10632.56,10641.3,10615.36,10617.9,53.6920420192
7450,1602079200000,2020-10-07 14:00:00,BTCUSD,10617.9,10637.41,10601.49,10637.41,70.919628578
7449,1602082800000,2020-10-07 15:00:00,BTCUSD,10637.41,10654.18,10608.89,10634.74,94.8650522291
7448,1602086400000,2020-10-07 16:00:00,BTCUSD,10634.74,10638.76,10605.21,10629.67,44.204673445
7447,1602090000000,2020-10-07 17:00:00,BTCUSD,10629.67,10651.08,10619.5,10642.32,67.3683106441
7446,1602093600000,2020-10-07 18:00:00,BTCUSD,10642.32,10667.69,10637.63,10665.11,55.2867353993
7445,1602097200000,2020-10-07 19:00:00,BTCUSD,10665.11,10686.2,10652.21,10652.21,71.8189101328
7444,1602100800000,2020-10-07 20:00:00,BTCUSD,10652.21,10668.57,10647.0,10665.73,19.9434163864
7443,1602104400000,2020-10-07 21:00:00,BTCUSD,10665.73,10682.21,10661.86,10668.35,70.8013116107
7442,1602108000000,2020-10-07 22:00:00,BTCUSD,10668.35,10668.35,10648.1,10658.32,43.4586979966
7441,1602111600000,2020-10-07 23:00:00,BTCUSD,10658.32,10677.61,10655.33,10670.77,25.4710204196
7440,1602115200000,2020-10-08 00:00:00,BTCUSD,10670.77,10678.37,10647.48,10647.48,27.6725440662
7439,1602118800000,2020-10-08 01:00:00,BTCUSD,10647.48,10651.17,10625.0,10650.64,21.4678528037
7438,1602122400000,2020-10-08 02:00:00,BTCUSD,10650.64,10651.96,10628.42,10650.61,11.8226563159
7437,1602126000000,2020-10-08 03:00:00,BTCUSD,10650.61,10662.29,10642.36,10649.71,11.72753941
7436,1602129600000,2020-10-08 04:00:00,BTCUSD,10649.71,10652.28,10633.51,10637.59,7.3512430508
7435,1602133200000,2020-10-08 05:00:00,BTCUSD,10637.59,10643.39,10603.36,10616.83,21.9283845703
7434,1602136800000,2020-10-08 06:00:00,BTCUSD,10616.83,10634.43,10610.68,10627.25,10.6024152228
7433,1602140400000,2020-10-08 07:00:00,BTCUSD,10627.25,10629.34,10573.36,10591.21,52.59214138
7432,1602144000000,2020-10-08 08:00:00,BTCUSD,10591.21,10607.71,10555.0,10556.98,8.8355262196
