,Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
4452,1612872000000,2021-02-09 12:00:00,BTCUSD,46459.11,46867.41,45207.35,45380.24,152.3703643751
4451,1612875600000,2021-02-09 13:00:00,BTCUSD,45380.24,46474.97,45037.8,46314.48,234.7289245799
4450,1612879200000,2021-02-09 14:00:00,BTCUSD,46314.48,46797.58,46126.03,46747.83,97.2377744985
4449,1612882800000,2021-02-09 15:00:00,BTCUSD,46747.83,47129.96,46419.37,46899.27,277.4231612894
4448,1612886400000,2021-02-09 16:00:00,BTCUSD,46899.27,47180.0,46090.0,46540.75,310.070949384
4447,1612890000000,2021-02-09 17:00:00,BTCUSD,46540.75,46999.06,46280.96,46575.8,74.8576300847
4446,1612893600000,2021-02-09 18:00:00,BTCUSD,46575.8,47474.84,46335.89,47072.6,124.8552154929
4445,1612897200000,2021-02-09 19:00:00,BTCUSD,47072.6,47361.96,46797.33,47141.89,84.6484472822
4444,1612900800000,2021-02-09 20:00:00,BTCUSD,47141.89,47571.87,46777.0,47155.42,133.7992881329
4443,1612904400000,2021-02-09 21:00:00,BTCUSD,47155.42,47543.45,47091.0,47355.83,48.7298642318
4442,1612908000000,2021-02-09 22:00:00,BTCUSD,47355.83,47355.83,46578.41,46948.21,110.4356794692
4441,1612911600000,2021-02-09 23:00:00,BTCUSD,46948.21,46964.95,46288.85,46507.0,92.2344406033
4440,1612915200000,2021-02-10 00:00:00,BTCUSD,46507.0,46992.55,46143.18,46630.98,77.522095093
4439,1612918800000,2021-02-10 01:00:00,BTCUSD,46630.98,46630.98,46075.99,46320.21,72.9564911174
4438,1612922400000,2021-02-10 02:00:00,BTCUSD,46320.21,46863.88,46320.21,46377.78,83.0660013501
4437,1612926000000,2021-02-10 03:00:00,BTCUSD,46377.78,46822.18,46207.16,46309.88,58.1693139588
4436,1612929600000,2021-02-10 04:00:00,BTCUSD,46309.88,46384.13,45655.68,46111.32,111.3264065114
4435,1612933200000,2021-02-10 05:00:00,BTCUSD,46111.32,46455.16,45917.01,46181.93,76.2442364937
4434,1612936800000,2021-02-10 06:00:00,BTCUSD,46181.93,46688.11,46177.63,46585.27,33.5818779501
4433,1612940400000,2021-02-10 07:00:00,BTCUSD,46585.27,46980.27,46500.0,46666.08,52.1680141912
4432,1612944000000,2021-02-10 08:00:00,BTCUSD,46666.08,46913.74,46354.7,46759.27,41.6081041655
4431,1612947600000,2021-02-10 09:00:00,BTCUSD,46759.27,46999.0,46603.76,46676.55,20.9292495291
4430,1612951200000,2021-02-10 10:00:00,BTCUSD,46676.55,47367.17,46507.01,46730.91,60.711848637
4429,1612954800000,2021-02-10 11:00:00,BTCUSD,46730.91,46815.32,46384.4,46671.93,37.9867805267
4428,1612958400000,2021-02-10 12:00:00,BTCUSD,46671.93,46671.93,44700.0,45872.98,211.9681337112
4427,1612962000000,2021-02-10 13:00:00,BTCUSD,45872.98,46140.88,45471.6,45707.42,98.3871081172
4426,1612965600000,2021-02-10 14:00:00,BTCUSD,45707.42,46049.89,44923.0,45020.0,303.452248922
4425,1612969200000,2021-02-10 15:00:00,BTCUSD,45020.0,45273.72,43762.99,44361.63,318.7728590173
4424,1612972800000,2021-02-10 16:00:00,BTCUSD,44361.63,44954.17,43876.0,44843.83,159.8855702858
4423,1612976400000,2021-02-10 17:00:00,BTCUSD,44843.83,45129.49,44537.2,45057.31,205.142376704
4422,1612980000000,2021-02-10 18:00:00,BTCUSD,45057.31,45242.58,44861.3,45166.61,97.5453959933
4421,1612983600000,2021-02-10 19:00:00,BTCUSD,45166.61,45294.46,44545.26,45252.22,102.1520405776
4420,1612987200000,2021-02-10 20:00:00,BTCUSD,45252.22,45307.71,44501.0,44633.7,54.4477032033
4419,1612990800000,2021-02-10 21:00:00,BTCUSD,44633.7,45089.99,44400.0,45058.4,88.696487653
4418,1612994400000,2021-02-10 22:00:00,BTCUSD,45058.4,45273.17,44950.0,45264.94,59.0622110442
4417,1612998000000,2021-02-10 23:00:00,BTCUSD,45264.94,45368.78,44792.41,44852.74,53.0813902028
4416,1613001600000,2021-02-11 00:00:00,BTCUSD,44852.74,45109.49,44035.35,44337.25,123.5392875067
4415,1613005200000,2021-02-11 01:00:00,BTCUSD,44337.25,44617.18,44063.6,44230.0,64.9452831778
4414,1613008800000,2021-02-11 02:00:00,BTCUSD,44230.0,44890.81,44230.0,44803.81,27.04047874
4413,1613012400000,2021-02-11 03:00:00,BTCUSD,44803.81,45711.73,44746.62,45513.94,77.0116506119
4412,1613016000000,2021-02-11 04:00:00,BTCUSD,45513.94,45757.95,44663.41,44762.05,129.5178655197
4411,1613019600000,2021-02-11 05:00:00,BTCUSD,44762.05,45014.79,44563.45,44728.26,34.983342839
4410,1613023200000,2021-02-11 06:00:00,BTCUSD,44728.26,44962.32,44457.55,44634.63,33.3507739268
4409,1613026800000,2021-02-11 07:00:00,BTCUSD,44634.63,45168.84,44606.64,44775.1,38.6007002335
4408,1613030400000,2021-02-11 08:00:00,BTCUSD,44775.1,45128.0,44559.37,45070.51,26.4008115699
4407,1613034000000,2021-02-11 09:00:00,BTCUSD,45070.51,45641.65,44821.85,45532.83,34.3197588416
4406,1613037600000,2021-02-11 10:00:00,BTCUSD,45532.83,46387.52,45392.21,46385.21,53.1711951917
4405,1613041200000,2021-02-11 11:00:00,BTCUSD,46385.21,46558.52,45908.45,46092.5,46.670756743
4404,1613044800000,2021-02-11 12:00:00,BTCUSD,46092.5,46664.72,46092.5,46560.2,51.5496914268
4403,1613048400000,2021-02-11 13:00:00,BTCUSD,46560.2,48388.0,46560.2,47570.26,483.3846210604
4402,1613052000000,2021-02-11 14:00:00,BTCUSD,47570.26,48198.21,47300.01,47941.56,225.3919287359
4401,1613055600000,2021-02-11 15:00:00,BTCUSD,47941.56,48247.98,47627.54,48033.72,215.8880022558
4400,1613059200000,2021-02-11 16:00:00,BTCUSD,48033.72,48344.49,47415.76,47650.92,111.9180066062
4399,1613062800000,2021-02-11 17:00:00,BTCUSD,47650.92,47716.18,46950.84,47435.41,84.4403444739
4398,1613066400000,2021-02-11 18:00:00,BTCUSD,47435.41,48100.0,47391.94,47747.27,81.4981195875
4397,1613070000000,2021-02-11 19:00:00,BTCUSD,47747.27,48120.18,47611.0,47838.41,71.5643447669
4396,1613073600000,2021-02-11 20:00:00,BTCUSD,47838.41,48696.21,47060.98,47136.37,205.3169043691
4395,1613077200000,2021-02-11 21:00:00,BTCUSD,47136.37,47426.24,46580.0,46916.16,136.1637403259
4394,1613080800000,2021-02-11 22:00:00,BTCUSD,46916.16,47770.93,46916.16,47770.93,63.9333700643
4393,1613084400000,2021-02-11 23:00:00,BTCUSD,47770.93,48161.65,47645.98,48007.14,75.5734608777
4392,1613088000000,2021-02-12 00:00:00,BTCUSD,48007.14,48975.0,47847.05,48010.09,242.7378918679
4391,1613091600000,2021-02-12 01:00:00,BTCUSD,48010.09,48563.0,47750.82,48499.99,43.6039520788
4390,1613095200000,2021-02-12 02:00:00,BTCUSD,48499.99,48506.23,47750.0,47950.0,57.5588168371
4389,1613098800000,2021-02-12 03:00:00,BTCUSD,47950.0,48052.29,47457.86,47624.29,45.3447895703
4388,1613102400000,2021-02-12 04:00:00,BTCUSD,47624.29,47624.29,46970.0,47381.07,152.3789627686
4387,1613106000000,2021-02-12 05:00:00,BTCUSD,47381.07,47575.84,47110.44,47334.02,37.7156233022
4386,1613109600000,2021-02-12 06:00:00,BTCUSD,47334.02,47617.17,46823.07,47450.82,65.520422989
4385,1613113200000,2021-02-12 07:00:00,BTCUSD,47450.82,47536.76,46963.54,47351.79,87.2374485141
4384,1613116800000,2021-02-12 08:00:00,BTCUSD,47351.79,47734.75,47136.31,47157.74,27.032000429
4383,1613120400000,2021-02-12 09:00:00,BTCUSD,47157.74,47449.58,47069.86,47392.53,40.9600346315
4382,1613124000000,2021-02-12 10:00:00,BTCUSD,47392.53,47765.89,47392.53,47418.77,30.740903802
4381,1613127600000,2021-02-12 11:00:00,BTCUSD,47418.77,48027.87,47361.02,47662.0,28.8537332994
4380,1613131200000,2021-02-12 12:00:00,BTCUSD,47662.0,48027.87,47413.87,47768.5,27.1869273122
4379,1613134800000,2021-02-12 13:00:00,BTCUSD,47768.5,48233.65,47750.0,47928.99,91.1591187618
4378,1613138400000,2021-02-12 14:00:00,BTCUSD,47928.99,47936.03,46289.93,46646.32,420.7443382395
4377,1613142000000,2021-02-12 15:00:00,BTCUSD,46646.32,47287.2,46615.49,47150.78,229.9398141339
4376,1613145600000,2021-02-12 16:00:00,BTCUSD,47150.78,48015.27,47135.62,47676.85,175.4881681025
4375,1613149200000,2021-02-12 17:00:00,BTCUSD,47676.85,47994.24,47557.88,47809.29,126.0393803782
4374,1613152800000,2021-02-12 18:00:00,BTCUSD,47809.29,47925.31,47000.0,47360.96,191.654914254
4373,1613156400000,2021-02-12 19:00:00,BTCUSD,47360.96,47537.53,47168.26,47354.97,132.8475983929
4372,1613160000000,2021-02-12 20:00:00,BTCUSD,47354.97,47765.46,47250.0,47689.77,50.5020419061
4371,1613163600000,2021-02-12 21:00:00,BTCUSD,47689.77,48246.6,47660.0,47947.81,91.4582881788
4370,1613167200000,2021-02-12 22:00:00,BTCUSD,47947.81,48044.47,47740.02,47955.06,59.2270682121
4369,1613170800000,2021-02-12 23:00:00,BTCUSD,47955.06,48005.6,47250.01,47480.98,104.0712528912
4368,1613174400000,2021-02-13 00:00:00,BTCUSD,47480.98,47686.58,47329.0,47566.12,80.7507870847
4367,1613178000000,2021-02-13 01:00:00,BTCUSD,47566.12,47899.99,47515.01,47752.6,26.7932662119
4366,1613181600000,2021-02-13 02:00:00,BTCUSD,47752.6,48039.59,47657.15,47934.52,48.5605097429
4365,1613185200000,2021-02-13 03:00:00,BTCUSD,47934.52,48221.05,47814.57,47938.87,87.0105465451
4364,1613188800000,2021-02-13 04:00:00,BTCUSD,47938.87,48024.71,47733.19,47972.03,34.2061326354
4363,1613192400000,2021-02-13 05:00:00,BTCUSD,47972.03,48022.29,47564.0,47979.9,54.7324166006
4362,1613196000000,2021-02-13 06:00:00,BTCUSD,47979.9,48027.3,47600.0,47825.27,17.9409052015
4361,1613199600000,2021-02-13 07:00:00,BTCUSD,47825.27,47900.0,47098.24,47098.24,63.1296864058
4360,1613203200000,2021-02-13 08:00:00,BTCUSD,47098.24,47598.1,46730.01,47528.88,97.4483493687
4359,1613206800000,2021-02-13 09:00:00,BTCUSD,47528.88,47680.0,47179.77,47325.6,8.5971000909
4358,1613210400000,2021-02-13 10:00:00,BTCUSD,47325.6,47325.6,46750.0,46753.68,80.3883440266
4357,1613214000000,2021-02-13 11:00:00,BTCUSD,46753.68,47001.02,46316.0,46633.28,121.5846193917
4356,1613217600000,2021-02-13 12:00:00,BTCUSD,46633.28,47272.74,46290.25,46951.16,45.7503511725
4355,1613221200000,2021-02-13 13:00:00,BTCUSD,46951.16,47209.37,46605.22,47055.33,55.1971718425
4354,1613224800000,2021-02-13 14:00:00,BTCUSD,47055.33,47100.0,46750.0,47038.47,33.0398609961
4353,1613228400000,2021-02-13 15:00:00,BTCUSD,47038.47,47404.39,46982.15,47135.13,89.2341747199
4352,1613232000000,2021-02-13 16:00:00,BTCUSD,47135.13,47440.17,46949.0,47204.6,98.9193616481
4351,1613235600000,2021-02-13 17:00:00,BTCUSD,47204.6,47241.05,46801.02,46927.91,63.7958028348
4350,1613239200000,2021-02-13 18:00:00,BTCUSD,46927.91,47094.19,46801.63,46856.5,63.2380509001
4349,1613242800000,2021-02-13 19:00:00,BTCUSD,46856.5,47123.26,46785.51,46940.21,39.785191029
4348,1613246400000,2021-02-13 20:00:00,BTCUSD,46940.21,47051.43,46757.78,47012.2,72.9194634049
4347,1613250000000,2021-02-13 21:00:00,BTCUSD,47012.2,47434.81,46800.0,47188.38,67.3476855316
4346,1613253600000,2021-02-13 22:00:00,BTCUSD,47188.38,47353.08,46940.27,47151.22,30.0307403741
4345,1613257200000,2021-02-13 23:00:00,BTCUSD,47151.22,47365.97,47100.0,47262.28,11.8802971147
4344,1613260800000,2021-02-14 00:00:00,BTCUSD,47262.28,47733.55,47104.0,47658.8,26.8940726546
4343,1613264400000,2021-02-14 01:00:00,BTCUSD,47658.8,47772.77,47356.25,47544.33,29.4038190675
4342,1613268000000,2021-02-14 02:00:00,BTCUSD,47544.33,47725.71,47410.0,47495.82,23.541464319
4341,1613271600000,2021-02-14 03:00:00,BTCUSD,47495.82,47611.41,47337.0,47381.8,23.4316544556
4340,1613275200000,2021-02-14 04:00:00,BTCUSD,47381.8,47699.0,47355.54,47613.18,23.6461995122
4339,1613278800000,2021-02-14 05:00:00,BTCUSD,47613.18,48934.0,47556.97,48919.48,220.6531056919
4338,1613282400000,2021-02-14 06:00:00,BTCUSD,48919.48,49379.88,48560.58,48785.43,368.9404913822
4337,1613286000000,2021-02-14 07:00:00,BTCUSD,48785.43,49129.26,48590.26,48809.47,100.7133803064
4336,1613289600000,2021-02-14 08:00:00,BTCUSD,48809.47,49000.0,48500.0,48739.44,41.3470649886
4335,1613293200000,2021-02-14 09:00:00,BTCUSD,48739.44,49215.0,48692.63,49184.01,49.8599193388
4334,1613296800000,2021-02-14 10:00:00,BTCUSD,49184.01,49413.1,49010.4,49089.08,32.0531217249
4333,1613300400000,2021-02-14 11:00:00,BTCUSD,49089.08,49186.59,48859.59,49092.91,20.9802358225
4332,1613304000000,2021-02-14 12:00:00,BTCUSD,49092.91,49700.0,49060.11,49465.79,57.2810681878
4331,1613307600000,2021-02-14 13:00:00,BTCUSD,49465.79,49600.0,48643.0,48807.56,47.32408425
4330,1613311200000,2021-02-14 14:00:00,BTCUSD,48807.56,49149.77,48500.0,48828.55,24.1159436828
4329,1613314800000,2021-02-14 15:00:00,BTCUSD,48828.55,48999.91,48236.82,48665.2,54.865122215
4328,1613318400000,2021-02-14 16:00:00,BTCUSD,48665.2,49189.01,48507.73,49083.11,46.3682050287
4327,1613322000000,2021-02-14 17:00:00,BTCUSD,49083.11,49162.25,48633.62,48717.57,29.4211529338
4326,1613325600000,2021-02-14 18:00:00,BTCUSD,48717.57,48872.73,48495.89,48805.66,26.5342712238
4325,1613329200000,2021-02-14 19:00:00,BTCUSD,48805.66,48979.63,48550.0,48745.77,22.1680442728
4324,1613332800000,2021-02-14 20:00:00,BTCUSD,48745.77,49081.61,48640.38,48988.52,33.5447405669
4323,1613336400000,2021-02-14 21:00:00,BTCUSD,48988.52,49121.27,48839.91,48901.5,24.591896348
4322,1613340000000,2021-02-14 22:00:00,BTCUSD,48901.5,49365.36,48784.43,49117.54,31.7382658373
4321,1613343600000,2021-02-14 23:00:00,BTCUSD,49117.54,49149.86,48600.0,48648.91,62.0138118983
4320,1613347200000,2021-02-15 00:00:00,BTCUSD,48648.91,49044.0,48500.0,48850.0,59.3121210476
4319,1613350800000,2021-02-15 01:00:00,BTCUSD,48850.0,48863.8,47779.9,48100.0,189.3585253205
4318,1613354400000,2021-02-15 02:00:00,BTCUSD,48100.0,48276.85,45830.01,47001.89,535.7073350062
4317,1613358000000,2021-02-15 03:00:00,BTCUSD,47001.89,47352.66,46700.0,47185.29,72.3617949588
4316,1613361600000,2021-02-15 04:00:00,BTCUSD,47185.29,47232.3,46334.68,46913.55,75.7578545326
4315,1613365200000,2021-02-15 05:00:00,BTCUSD,46913.55,47064.95,46450.01,46800.0,40.7845849169
4314,1613368800000,2021-02-15 06:00:00,BTCUSD,46800.0,47193.56,46754.48,46953.23,46.4155150694
4313,1613372400000,2021-02-15 07:00:00,BTCUSD,46953.23,47440.17,46905.47,47349.72,57.1094019292
4312,1613376000000,2021-02-15 08:00:00,BTCUSD,47349.72,47800.0,47173.01,47677.81,20.4266529661
4311,1613379600000,2021-02-15 09:00:00,BTCUSD,47677.81,47774.24,47275.26,47543.34,42.8082129524
4310,1613383200000,2021-02-15 10:00:00,BTCUSD,47543.34,47900.0,47365.92,47843.09,21.576646264
4309,1613386800000,2021-02-15 11:00:00,BTCUSD,47843.09,48052.27,47677.56,47817.47,17.4692006081
4308,1613390400000,2021-02-15 12:00:00,BTCUSD,47817.47,48097.28,47441.47,48012.6,49.3586038348
4307,1613394000000,2021-02-15 13:00:00,BTCUSD,48012.6,48246.0,47851.06,48000.0,36.0346976251
4306,1613397600000,2021-02-15 14:00:00,BTCUSD,48000.0,48204.34,47487.86,47607.94,48.2775435558
4305,1613401200000,2021-02-15 15:00:00,BTCUSD,47607.94,48032.33,47585.85,47985.38,72.2884303436
4304,1613404800000,2021-02-15 16:00:00,BTCUSD,47985.38,48588.61,47985.38,48511.99,96.605988561
4303,1613408400000,2021-02-15 17:00:00,BTCUSD,48511.99,48790.0,48429.25,48599.65,104.3619084441
4302,1613412000000,2021-02-15 18:00:00,BTCUSD,48599.65,48702.79,48381.28,48381.29,58.859117149
4301,1613415600000,2021-02-15 19:00:00,BTCUSD,48381.29,48769.78,48381.28,48673.26,61.1216418014
4300,1613419200000,2021-02-15 20:00:00,BTCUSD,48673.26,48796.62,48511.59,48610.26,62.9767161585
4299,1613422800000,2021-02-15 21:00:00,BTCUSD,48610.26,48758.27,48150.0,48191.18,61.4607449132
4298,1613426400000,2021-02-15 22:00:00,BTCUSD,48191.18,48349.47,47633.37,48346.35,88.3482796958
4297,1613430000000,2021-02-15 23:00:00,BTCUSD,48346.35,48466.0,47875.62,47927.17,57.7401447645
4296,1613433600000,2021-02-16 00:00:00,BTCUSD,47927.17,48000.5,47044.03,47718.1,127.8183344364
4295,1613437200000,2021-02-16 01:00:00,BTCUSD,47718.1,48333.66,47646.7,48332.08,73.1673597947
4294,1613440800000,2021-02-16 02:00:00,BTCUSD,48332.08,48650.98,48181.09,48467.48,99.1948332765
4293,1613444400000,2021-02-16 03:00:00,BTCUSD,48467.48,49600.0,48428.53,49587.2,316.0722485007
4292,1613448000000,2021-02-16 04:00:00,BTCUSD,49587.2,49974.0,49086.13,49347.5,216.2705650408
4291,1613451600000,2021-02-16 05:00:00,BTCUSD,49347.5,49500.0,48995.94,49198.92,100.7397169284
4290,1613455200000,2021-02-16 06:00:00,BTCUSD,49198.92,49241.41,48579.62,49013.77,115.6020774714
4289,1613458800000,2021-02-16 07:00:00,BTCUSD,49013.77,49277.22,48608.65,49156.17,93.3568603251
4288,1613462400000,2021-02-16 08:00:00,BTCUSD,49156.17,49301.46,48864.97,49280.37,32.2748143306
4287,1613466000000,2021-02-16 09:00:00,BTCUSD,49280.37,49343.79,48916.6,49291.32,23.0442196356
4286,1613469600000,2021-02-16 10:00:00,BTCUSD,49291.32,49438.13,48771.56,49010.82,52.2821451547
4285,1613473200000,2021-02-16 11:00:00,BTCUSD,49010.82,49129.26,48688.96,48923.46,42.9960524123
4284,1613476800000,2021-02-16 12:00:00,BTCUSD,48923.46,50602.34,48400.0,49650.0,561.4649397071
4283,1613480400000,2021-02-16 13:00:00,BTCUSD,49650.0,49777.44,48844.55,48939.37,97.5432575312
4282,1613484000000,2021-02-16 14:00:00,BTCUSD,48939.37,49470.11,48668.42,49344.76,69.8398763904
4281,1613487600000,2021-02-16 15:00:00,BTCUSD,49344.76,49563.21,48948.4,49013.2,105.3530874871
4280,1613491200000,2021-02-16 16:00:00,BTCUSD,49013.2,49335.23,48090.01,48168.25,199.0593595621
4279,1613494800000,2021-02-16 17:00:00,BTCUSD,48168.25,48616.17,48140.19,48276.49,100.4318210968
4278,1613498400000,2021-02-16 18:00:00,BTCUSD,48276.49,48756.83,47818.86,48676.43,213.2465794408
4277,1613502000000,2021-02-16 19:00:00,BTCUSD,48676.43,48817.34,48405.86,48588.02,72.5309254903
4276,1613505600000,2021-02-16 20:00:00,BTCUSD,48588.02,48825.72,48254.59,48815.68,99.4639315079
4275,1613509200000,2021-02-16 21:00:00,BTCUSD,48815.68,48833.0,48381.42,48572.32,67.3751654281
4274,1613512800000,2021-02-16 22:00:00,BTCUSD,48572.32,49140.0,48540.49,49139.9,58.8662306942
4273,1613516400000,2021-02-16 23:00:00,BTCUSD,49139.9,49300.0,48950.0,49194.17,65.2139132602
4272,1613520000000,2021-02-17 00:00:00,BTCUSD,49194.17,49555.98,49036.16,49045.86,112.505423924
4271,1613523600000,2021-02-17 01:00:00,BTCUSD,49045.86,49399.99,48965.85,49301.17,44.3551001531
4270,1613527200000,2021-02-17 02:00:00,BTCUSD,49301.17,50249.99,49288.29,49726.52,192.1465621616
4269,1613530800000,2021-02-17 03:00:00,BTCUSD,49726.52,49745.85,49250.01,49649.93,40.3080837741
4268,1613534400000,2021-02-17 04:00:00,BTCUSD,49649.93,49955.19,49164.23,49396.19,50.2862713396
4267,1613538000000,2021-02-17 05:00:00,BTCUSD,49396.19,49750.0,49298.47,49730.17,31.7943281334
4266,1613541600000,2021-02-17 06:00:00,BTCUSD,49730.17,50707.0,49657.33,50581.27,218.3358200993
4265,1613545200000,2021-02-17 07:00:00,BTCUSD,50581.27,51248.89,50304.84,51180.41,169.7632422876
4264,1613548800000,2021-02-17 08:00:00,BTCUSD,51180.41,51280.0,50620.46,51083.2,70.1833077154
4263,1613552400000,2021-02-17 09:00:00,BTCUSD,51083.2,51700.0,51073.08,51473.26,121.9004766761
4262,1613556000000,2021-02-17 10:00:00,BTCUSD,51473.26,51644.64,51100.0,51250.0,31.6491269167
4261,1613559600000,2021-02-17 11:00:00,BTCUSD,51250.0,51684.3,51165.08,51272.16,46.9225359526
4260,1613563200000,2021-02-17 12:00:00,BTCUSD,51272.16,51532.32,50753.47,51020.04,85.6472403883
4259,1613566800000,2021-02-17 13:00:00,BTCUSD,51020.04,51260.56,50511.01,51160.61,149.7409749142
4258,1613570400000,2021-02-17 14:00:00,BTCUSD,51160.61,51261.47,50717.37,51222.62,230.3659038295
4257,1613574000000,2021-02-17 15:00:00,BTCUSD,51222.62,51619.93,50970.9,51156.25,142.5506208143
4256,1613577600000,2021-02-17 16:00:00,BTCUSD,51156.25,51448.38,50752.8,51219.43,169.2485091524
4255,1613581200000,2021-02-17 17:00:00,BTCUSD,51219.43,51457.78,51113.31,51397.32,84.8737446165
4254,1613584800000,2021-02-17 18:00:00,BTCUSD,51397.32,51774.19,51319.0,51412.96,124.5488808769
4253,1613588400000,2021-02-17 19:00:00,BTCUSD,51412.96,52369.0,51385.96,52136.38,322.4382360822
4252,1613592000000,2021-02-17 20:00:00,BTCUSD,52136.38,52595.52,51972.36,52267.75,214.885741462
4251,1613595600000,2021-02-17 21:00:00,BTCUSD,52267.75,52668.45,52088.5,52411.72,84.1969874598
4250,1613599200000,2021-02-17 22:00:00,BTCUSD,52411.72,52434.34,52010.01,52152.09,74.8118094241
4249,1613602800000,2021-02-17 23:00:00,BTCUSD,52152.09,52419.97,51975.48,52169.93,72.2641915464
4248,1613606400000,2021-02-18 00:00:00,BTCUSD,52169.93,52600.93,52156.28,52326.31,70.7237510404
4247,1613610000000,2021-02-18 01:00:00,BTCUSD,52326.31,52415.57,52069.2,52164.32,89.7262122544
4246,1613613600000,2021-02-18 02:00:00,BTCUSD,52164.32,52409.14,51980.0,52361.13,112.0983927097
4245,1613617200000,2021-02-18 03:00:00,BTCUSD,52361.13,52472.92,52022.0,52068.01,89.2438214555
4244,1613620800000,2021-02-18 04:00:00,BTCUSD,52068.01,52239.97,51757.14,52201.72,42.065305846
4243,1613624400000,2021-02-18 05:00:00,BTCUSD,52201.72,52344.0,52099.0,52223.53,51.0738349759
4242,1613628000000,2021-02-18 06:00:00,BTCUSD,52223.53,52278.25,51923.31,51960.0,26.9235216438
4241,1613631600000,2021-02-18 07:00:00,BTCUSD,51960.0,52104.97,51326.71,51920.27,134.4621828556
4240,1613635200000,2021-02-18 08:00:00,BTCUSD,51920.27,52173.57,51575.0,51712.75,46.4941870793
4239,1613638800000,2021-02-18 09:00:00,BTCUSD,51712.75,51868.33,51451.02,51781.62,63.2799104465
4238,1613642400000,2021-02-18 10:00:00,BTCUSD,51781.62,51970.5,51536.75,51635.56,104.2159404261
4237,1613646000000,2021-02-18 11:00:00,BTCUSD,51635.56,51703.32,51056.34,51311.03,87.2645305339
4236,1613649600000,2021-02-18 12:00:00,BTCUSD,51311.03,51613.68,50883.53,51445.46,103.2934586772
4235,1613653200000,2021-02-18 13:00:00,BTCUSD,51445.46,52016.32,51275.0,51820.0,55.3991443555
4234,1613656800000,2021-02-18 14:00:00,BTCUSD,51820.0,52300.0,51656.72,52289.34,75.8562727194
4233,1613660400000,2021-02-18 15:00:00,BTCUSD,52289.34,52289.34,51431.61,51549.38,115.5238608559
4232,1613664000000,2021-02-18 16:00:00,BTCUSD,51549.38,52074.06,51440.0,52065.72,94.0111448507
4231,1613667600000,2021-02-18 17:00:00,BTCUSD,52065.72,52126.0,51759.1,51850.0,92.582003835
4230,1613671200000,2021-02-18 18:00:00,BTCUSD,51850.0,52202.56,51777.78,51851.1,106.0148443247
4229,1613674800000,2021-02-18 19:00:00,BTCUSD,51851.1,52078.36,51700.01,51770.0,49.632920116
4228,1613678400000,2021-02-18 20:00:00,BTCUSD,51770.0,52159.49,51551.41,52152.45,72.5021846306
4227,1613682000000,2021-02-18 21:00:00,BTCUSD,52152.45,52225.91,51909.65,52045.9,69.1239396557
4226,1613685600000,2021-02-18 22:00:00,BTCUSD,52045.9,52109.03,51656.16,51859.41,49.673107198
4225,1613689200000,2021-02-18 23:00:00,BTCUSD,51859.41,51957.21,51551.0,51585.21,54.2426016581
4224,1613692800000,2021-02-19 00:00:00,BTCUSD,51585.21,52092.54,51491.62,51514.42,176.5059116309
4223,1613696400000,2021-02-19 01:00:00,BTCUSD,51514.42,51723.62,51149.75,51330.0,70.9637997016
4222,1613700000000,2021-02-19 02:00:00,BTCUSD,51330.0,51330.01,50500.0,51248.5,240.7461077943
4221,1613703600000,2021-02-19 03:00:00,BTCUSD,51248.5,51497.6,51208.25,51241.23,29.3859120836
4220,1613707200000,2021-02-19 04:00:00,BTCUSD,51241.23,51485.94,50906.0,51122.39,56.3468931322
4219,1613710800000,2021-02-19 05:00:00,BTCUSD,51122.39,51513.57,51122.39,51482.91,48.681061348
4218,1613714400000,2021-02-19 06:00:00,BTCUSD,51482.91,51786.17,51482.91,51688.9,27.3675491775
4217,1613718000000,2021-02-19 07:00:00,BTCUSD,51688.9,51867.62,51627.78,51715.85,30.7548577206
4216,1613721600000,2021-02-19 08:00:00,BTCUSD,51715.85,52200.0,51695.36,52178.33,77.7996300799
4215,1613725200000,2021-02-19 09:00:00,BTCUSD,52178.33,52907.13,52178.33,52658.03,133.2173440354
4214,1613728800000,2021-02-19 10:00:00,BTCUSD,52658.03,52944.0,52603.82,52656.91,89.5217985601
4213,1613732400000,2021-02-19 11:00:00,BTCUSD,52656.91,52893.46,52500.0,52699.23,50.8108139695
4212,1613736000000,2021-02-19 12:00:00,BTCUSD,52699.23,52722.99,52480.48,52534.25,30.9232364565
4211,1613739600000,2021-02-19 13:00:00,BTCUSD,52534.25,52818.81,52327.17,52792.83,52.3234727898
4210,1613743200000,2021-02-19 14:00:00,BTCUSD,52792.83,53300.35,52668.75,52931.7,146.8697874511
4209,1613746800000,2021-02-19 15:00:00,BTCUSD,52931.7,53935.0,52837.5,53925.61,265.9021712629
4208,1613750400000,2021-02-19 16:00:00,BTCUSD,53925.61,54869.0,53635.89,54391.49,311.3158276772
4207,1613754000000,2021-02-19 17:00:00,BTCUSD,54391.49,54820.14,54079.18,54820.14,184.9161430229
4206,1613757600000,2021-02-19 18:00:00,BTCUSD,54820.14,55448.0,54626.75,55402.93,253.7293651162
4205,1613761200000,2021-02-19 19:00:00,BTCUSD,55402.93,55783.42,54612.73,55036.34,287.4690299538
4204,1613764800000,2021-02-19 20:00:00,BTCUSD,55036.34,55728.0,54850.0,55381.96,246.5133368536
